SEGMENT,EXC_ABB,FDC_CODE,FDP_CODE,FDP_TYPE,OLT_CODE,RADIAL_DIST_METER,LONG,LAT
MSC,PUJ,C018,11,PEDESTAL DP,,662.56,101.7163266,2.932870026
MSC,PUJ,C018,12,PEDESTAL DP,,664.01,101.7163697,2.932885997
MSC,PUJ,C018,13,PEDESTAL DP,,597.57,101.7150253,2.932774665
MSC,PUJ,C018,14,PEDESTAL DP,,601.08,101.7150727,2.93276179
MSC,PUJ,C018,15,PEDESTAL DP,,621.63,101.7158858,2.933010395
MSC,PUJ,C018,16,PEDESTAL DP,,581.11,101.7151711,2.933011619
MSC,PUJ,C018,17,PEDESTAL DP,,723.24,101.7168152,2.932555193
MSC,PUJ,C018,18,PEDESTAL DP,,696.59,101.7159779,2.932267577
MSC,PUJ,C018,19,PEDESTAL DP,,698.25,101.7160238,2.932277783
MSC,PUJ,C018,20,PEDESTAL DP,,629.88,101.7147823,2.932355694
MSC,PUJ,C018,21,PEDESTAL DP,,633.67,101.7148254,2.932335595
MSC,PUJ,C018,22,PEDESTAL DP,,737.6,101.7164116,2.932102665
MSC,PUJ,C018,23,PEDESTAL DP,,681.06,101.7150429,2.931960978
MSC,PUJ,C018,24,PEDESTAL DP,,683.72,101.7150896,2.931953872
MSC,PUJ,C018,25,PEDESTAL DP,,708.67,101.7127657,2.931274691
MSC,PUJ,C018,26,PEDESTAL DP,,713.21,101.7127895,2.931233627
MSC,PUJ,C018,27,PEDESTAL DP,,708.16,101.7121608,2.931309353
MSC,PUJ,C018,28,PEDESTAL DP,,766.95,101.7135008,2.930785856
MSC,PUJ,C018,29,PEDESTAL DP,,724.76,101.7133544,2.931154867
MSC,PUJ,C018,30,PEDESTAL DP,,729.71,101.7133573,2.931110147
MSC,PUJ,C018,31,PEDESTAL DP,,638.07,101.7132062,2.931929294
MSC,PUJ,C018,32,PEDESTAL DP,,766.2,101.7139628,2.930857626
MSC,PUJ,C018,33,PEDESTAL DP,,651.93,101.7138119,2.931880206
MSC,PUJ,C018,34,PEDESTAL DP,,656.88,101.7138321,2.931838412
MSC,PUJ,C018,35,PEDESTAL DP,,758.34,101.7141526,2.930966276
MSC,PUJ,C018,36,PEDESTAL DP,,600.42,101.7137305,2.93233882
MSC,PUJ,C018,37,PEDESTAL DP,,605.08,101.71376,2.932301377
MSC,PUJ,C018,38,PEDESTAL DP,,492.5,101.7120631,2.933287896
MSC,PUJ,C018,39,PEDESTAL DP,,491.51,101.7121104,2.933289449
MSC,PUJ,C018,2,PEDESTAL DP,,775.66,101.7151819,2.931098519
MSC,SKT,C005,46,POLE-MOUNTED DP,,2537.91,101.7379649,2.832625476
MSC,SKT,C005,45,POLE-MOUNTED DP,,2423.43,101.7379557,2.831576869
MSC,SKT,C005,44,POLE-MOUNTED DP,,2359.62,101.7379072,2.830999512
MSC,SKT,C005,50,POLE-MOUNTED DP,,3016.98,101.7386569,2.836901698
MSC,SKT,C005,49,POLE-MOUNTED DP,,2643.35,101.7391485,2.833370672
MSC,SKT,C005,48,POLE-MOUNTED DP,,2631.81,101.7385906,2.833376387
MSC,SKT,C005,47,POLE-MOUNTED DP,,2620.25,101.7379957,2.833375035
MSC,SKT,C008,1,POLE-MOUNTED DP,G01,3614,101.7493525,2.839099351
MSC,SKT,C008,5,POLE-MOUNTED DP,G01,3488,101.7510689,2.836764035
MSC,SKT,C008,14,POLE-MOUNTED DP,G01,3394,101.7480625,2.837534795
MSC,SKT,C008,3,POLE-MOUNTED DP,G01,3502,101.7515544,2.83659875
MSC,SKT,C008,10,POLE-MOUNTED DP,G01,3508,101.7483455,2.838550182
MSC,SKT,C008,7,POLE-MOUNTED DP,G01,3606,101.7482682,2.839573037
MSC,SKT,C008,2,POLE-MOUNTED DP,G01,3562,101.7493266,2.838580845
MSC,SKT,C008,17,POLE-MOUNTED DP,G01,3252,101.7479921,2.836122862
MSC,SKT,C008,18,POLE-MOUNTED DP,G01,3210,101.7481591,2.835589772
MSC,SKT,C008,6,POLE-MOUNTED DP,G01,3635,101.7478281,2.840081643
MSC,SKT,C008,15,POLE-MOUNTED DP,G01,3293,101.7482325,2.836410592
MSC,SKT,C008,13,POLE-MOUNTED DP,G01,3438,101.7479176,2.838056658
MSC,SKT,C008,11,POLE-MOUNTED DP,G01,3491,101.7479917,2.838552818
MSC,SKT,C008,12,POLE-MOUNTED DP,G01,3461,101.7483774,2.838055981
MSC,SKT,C008,4,POLE-MOUNTED DP,G01,3469,101.7514838,2.83628317
MSC,SKT,C008,8,POLE-MOUNTED DP,G01,3596,101.7480648,2.839570859
MSC,SKT,C008,16,POLE-MOUNTED DP,G01,3277,101.7484878,2.836106783
MSC,SKT,C008,9,POLE-MOUNTED DP,G01,3558,101.748317,2.839065183
MSC,SKT,C023,29,PEDESTAL DP,G01,5193,101.6896109,2.824660458
MSC,SKT,C023,32,PEDESTAL DP,G01,5140,101.6901252,2.824694669
MSC,SKT,C023,36,PEDESTAL DP,G01,5080,101.6908864,2.825264658
MSC,SKT,C023,37,PEDESTAL DP,G01,5127,101.6904383,2.825266918
MSC,SKT,C023,18,PEDESTAL DP,G01,5521,101.6871975,2.825872346
MSC,SKT,C023,12,PEDESTAL DP,G01,5497,101.6871648,2.825263888
MSC,SKT,C023,8,PEDESTAL DP,G01,5377,101.6877695,2.82465579
MSC,SKT,C023,13,PEDESTAL DP,G01,5347,101.6883406,2.825219541
MSC,SKT,C023,4,PEDESTAL DP,G01,5543,101.6864426,2.824692721
MSC,SKT,C023,23,PEDESTAL DP,G01,5439,101.6878353,2.826320986
MSC,SKT,C023,33,PEDESTAL DP,G01,5301,101.6887765,2.825211647
MSC,SKT,C023,19,PEDESTAL DP,G01,5374,101.6881546,2.825812489
MSC,SKT,C023,14,PEDESTAL DP,G01,5396,101.6878813,2.825223429
MSC,SKT,C023,24,PEDESTAL DP,G01,5250,101.688935,2.824211251
MSC,SKT,C023,34,PEDESTAL DP,G01,5253,101.6892229,2.825212684
MSC,SKT,C023,2,PEDESTAL DP,G01,5435,101.6870966,2.824220606
MSC,SKT,C023,20,PEDESTAL DP,G01,5408,101.68775,2.825816151
MSC,SKT,C023,7,PEDESTAL DP,G01,5328,101.6882234,2.824663447
MSC,SKT,C023,22,PEDESTAL DP,G01,5566,101.6866366,2.826357528
MSC,SKT,C023,11,PEDESTAL DP,G01,5528,101.6867515,2.825254073
MSC,SKT,C023,5,PEDESTAL DP,G01,5510,101.6868295,2.824698568
MSC,SKT,C023,3,PEDESTAL DP,G01,5335,101.6881358,2.82421425
MSC,SKT,C023,27,PEDESTAL DP,G01,5265,101.6889347,2.824658923
MSC,SKT,C023,31,PEDESTAL DP,G01,5111,101.6903993,2.824693651
MSC,SKT,C023,39,PEDESTAL DP,G01,5148,101.6904191,2.825786532
MSC,SKT,C023,17,PEDESTAL DP,G01,5556,101.6867805,2.825863897
MSC,SKT,C023,10,PEDESTAL DP,G01,5577,101.6863309,2.825253085
MSC,SKT,C023,1,PEDESTAL DP,G01,5512,101.6864839,2.824228433
MSC,SKT,C023,26,PEDESTAL DP,G01,5080,101.6905403,2.824208377
MSC,SKT,C023,40,PEDESTAL DP,G01,5273,101.6892137,2.825747405
MSC,SKT,C023,35,PEDESTAL DP,G01,5206,101.6896727,2.825210428
MSC,SKT,C023,16,PEDESTAL DP,G01,5591,101.6863752,2.82586261
MSC,SKT,C023,9,PEDESTAL DP,G01,5436,101.6875009,2.825229762
MSC,SKT,C023,6,PEDESTAL DP,G01,5478,101.6871751,2.824702166
MSC,SKT,C023,30,PEDESTAL DP,G01,5067,101.6908227,2.824702891
MSC,SKT,C023,28,PEDESTAL DP,G01,5237,101.6892039,2.824662845
MSC,SKT,C023,38,PEDESTAL DP,G01,5159,101.6901396,2.82526788
MSC,SKT,C023,25,PEDESTAL DP,G01,5170,101.6896875,2.824201441
MSC,SKT,C024,38,PEDESTAL DP,,5199.4,101.6909381,2.82778637
MSC,SKT,C024,37,PEDESTAL DP,,5175.72,101.6911701,2.827790723
MSC,SKT,C024,36,PEDESTAL DP,,5151.93,101.6914004,2.827787903
MSC,SKT,C024,35,PEDESTAL DP,,5213.84,101.6910155,2.82831378
MSC,SKT,C024,34,PEDESTAL DP,,5171.23,101.6914292,2.828308031
MSC,SKT,C027,40,PEDESTAL DP,G01,3735,101.7039079,2.825223165
MSC,SKT,C027,6,PEDESTAL DP,G01,3986,101.7029855,2.82821178
MSC,SKT,C027,30,PEDESTAL DP,G01,3809,101.7030466,2.824830195
MSC,SKT,C027,24,PEDESTAL DP,G01,3837,101.7039191,2.827265586
MSC,SKT,C027,12,PEDESTAL DP,G01,3838,101.7042804,2.827731459
MSC,SKT,C027,4,PEDESTAL DP,G01,3887,101.7040313,2.828209171
MSC,SKT,C027,26,PEDESTAL DP,G01,3616,101.7050953,2.825104497
MSC,SKT,C027,16,PEDESTAL DP,G01,3939,101.7033201,2.827727289
MSC,SKT,C027,20,PEDESTAL DP,G01,3733,101.7052436,2.827263108
MSC,SKT,C027,38,PEDESTAL DP,G01,3780,101.703464,2.825264346
MSC,SKT,C027,13,PEDESTAL DP,G01,3864,101.7039164,2.827735005
MSC,SKT,C027,15,PEDESTAL DP,G01,3604,101.7050878,2.824856953
MSC,SKT,C027,19,PEDESTAL DP,G01,3538,101.705866,2.825074116
MSC,SKT,C027,18,PEDESTAL DP,G01,3682,101.7055684,2.827251052
MSC,SKT,C027,23,PEDESTAL DP,G01,3812,101.7042826,2.827252851
MSC,SKT,C027,17,PEDESTAL DP,G01,3962,101.7029873,2.82773286
MSC,SKT,C027,32,PEDESTAL DP,G01,3756,101.7036915,2.824757944
MSC,SKT,C027,2,EXTERNAL DP,G01,3780,101.7051366,2.828204962
MSC,SKT,C027,10,PEDESTAL DP,G01,3779,101.7048631,2.82773307
MSC,SKT,C027,8,PEDESTAL DP,G01,3742,101.7052486,2.82773443
MSC,SKT,C027,9,PEDESTAL DP,G01,3903,101.7035677,2.827734634
MSC,SKT,C027,11,PEDESTAL DP,G01,3810,101.7046385,2.827733199
MSC,SKT,C027,28,PEDESTAL DP,G01,3940,101.7029908,2.827265388
MSC,SKT,C027,37,PEDESTAL DP,G01,3810,101.703083,2.825306513
MSC,SKT,C027,31,PEDESTAL DP,G01,3785,101.703398,2.824789452
MSC,SKT,C027,25,PEDESTAL DP,G01,3861,101.7035734,2.827261225
MSC,SKT,C027,22,PEDESTAL DP,G01,3784,101.7046426,2.827257544
MSC,SKT,C027,3,PEDESTAL DP,G01,3828,101.7046328,2.828205359
MSC,SKT,C027,14,PEDESTAL DP,G01,3528,101.7058569,2.82484896
MSC,SKT,C027,5,PEDESTAL DP,G01,3938,101.7034296,2.82820378
MSC,SKT,C027,34,PEDESTAL DP,G01,3710,101.7040188,2.824719949
MSC,SKT,C027,21,PEDESTAL DP,G01,3761,101.7048621,2.827252063
MSC,SKT,C027,1,PEDESTAL DP,G01,3740,101.7055671,2.828223133
MSC,SKT,C027,7,PEDESTAL DP,G01,3709,101.705569,2.827735165
MSC,SKT,C027,27,PEDESTAL DP,G01,3915,101.7032146,2.827260795
MSC,SKT,C027,39,PEDESTAL DP,G01,3758,101.7036846,2.825249002
MSC,SKT,C027,29,PEDESTAL DP,G01,3832,101.7028114,2.82486163
MSC,SKT,C027,35,PEDESTAL DP,G01,3856,101.7028616,2.825331712
MSC,SKT,C035,3,POLE-MOUNTED DP,G01,2137,101.7256693,2.82763405
MSC,SKT,C035,26,POLE-MOUNTED DP,G01,1945,101.7279635,2.826736853
MSC,SKT,C035,25,POLE-MOUNTED DP,G01,1973,101.7278377,2.826958139
MSC,SKT,C035,35,POLE-MOUNTED DP,G01,2007,101.7281968,2.8274188
MSC,SKT,C035,12,POLE-MOUNTED DP,G01,2003,101.7262159,2.826557211
MSC,SKT,C035,20,POLE-MOUNTED DP,G01,1853,101.7273086,2.825568527
MSC,SKT,C035,23,POLE-MOUNTED DP,G01,1861,101.7282024,2.826019556
MSC,SKT,C035,24,POLE-MOUNTED DP,G01,1992,101.7277575,2.827112183
MSC,SKT,C035,37,POLE-MOUNTED DP,G01,1861,101.728804,2.826232853
MSC,SKT,C035,29,POLE-MOUNTED DP,G01,1992,101.7287189,2.827450188
MSC,SKT,C035,28,POLE-MOUNTED DP,G01,2036,101.7285497,2.827814741
MSC,SKT,C035,5,POLE-MOUNTED DP,G01,2137,101.7262296,2.827900095
MSC,SKT,C035,14,POLE-MOUNTED DP,G01,2005,101.726794,2.826845272
MSC,SKT,C035,22,POLE-MOUNTED DP,G01,1859,101.7279414,2.825892976
MSC,SKT,C035,39,POLE-MOUNTED DP,G01,1920,101.7285439,2.826705802
MSC,SKT,C035,32,POLE-MOUNTED DP,G01,1907,101.7290897,2.826754625
MSC,SKT,C035,7,POLE-MOUNTED DP,G01,2102,101.7270468,2.827904648
MSC,SKT,C035,9,POLE-MOUNTED DP,G01,1935,101.7260321,2.825779743
MSC,SKT,C035,8,POLE-MOUNTED DP,G01,1913,101.7260348,2.825556104
MSC,SKT,C035,15,POLE-MOUNTED DP,G01,2007,101.7270355,2.826969638
MSC,SKT,C035,11,POLE-MOUNTED DP,G01,1936,101.7265476,2.826043641
MSC,SKT,C035,13,POLE-MOUNTED DP,G01,2003,101.7265049,2.826694726
MSC,SKT,C035,1,POLE-MOUNTED DP,G01,2143,101.7251008,2.827407234
MSC,SKT,C035,38,POLE-MOUNTED DP,G01,1885,101.7286913,2.826423748
MSC,SKT,C035,36,POLE-MOUNTED DP,G01,1961,101.7284049,2.827045654
MSC,SKT,C035,30,POLE-MOUNTED DP,G01,1969,101.7288273,2.827259284
MSC,SKT,C035,33,POLE-MOUNTED DP,G01,1936,101.7289661,2.826993289
MSC,SKT,C035,4,POLE-MOUNTED DP,G01,2073,101.7262337,2.827265761
MSC,SKT,C035,10,POLE-MOUNTED DP,G01,1913,101.7265481,2.825813487
MSC,SKT,C035,16,POLE-MOUNTED DP,G01,1851,101.7261374,2.824972838
MSC,SKT,C035,6,POLE-MOUNTED DP,G01,2060,101.7267673,2.827374488
MSC,SKT,C035,19,POLE-MOUNTED DP,G01,1852,101.7270001,2.825415766
MSC,SKT,C035,2,POLE-MOUNTED DP,G01,2084,101.7256566,2.827094416
MSC,SKT,C035,27,POLE-MOUNTED DP,G01,1898,101.7281565,2.826357152
MSC,SKT,C035,34,POLE-MOUNTED DP,G01,2030,101.7280841,2.827603183
MSC,SKT,C035,31,POLE-MOUNTED DP,G01,1872,101.7292394,2.826474746
MSC,SKT,C035,17,POLE-MOUNTED DP,G01,1850,101.7264286,2.825116868
MSC,SKT,C035,21,POLE-MOUNTED DP,G01,1856,101.7276394,2.825742401
MSC,SKT,C035,18,POLE-MOUNTED DP,G01,1850,101.7267133,2.825260884
