login_id,msan,dt,total
fathifamily@unifi,CBJ,11/25/2014,1
fathifamily@unifi,CBJ,12/3/2014,2
fathifamily@unifi,CBJ,12/4/2014,1
fathifamily@unifi,CBJ,12/5/2014,1
fathifamily@unifi,CBJ,12/8/2014,1
fathifamily@unifi,CBJ,12/17/2014,2
fathifamily@unifi,CBJ,12/18/2014,1
fathifamily@unifi,CBJ,12/19/2014,1
fathifamily@unifi,CBJ,12/19/2014,1
fathifamily@unifi,CBJ,12/19/2014,1
fathifamily@unifi,CBJ,12/19/2014,1
fathifamily@unifi,CBJ,12/19/2014,1
fathifamily@unifi,CBJ,12/19/2014,1
fathifamily@unifi,CBJ,12/19/2014,1
fathifamily@unifi,CBJ,12/21/2014,1
fathifamily@unifi,CBJ,12/22/2014,1
fathifamily@unifi,CBJ,12/28/2014,1
fathifamily@unifi,CBJ,1/8/2015,1
fathifamily@unifi,CBJ,1/10/2015,1
fathifamily@unifi,CBJ,1/20/2015,2
fathifamily@unifi,CBJ,1/21/2015,1
fathifamily@unifi,CBJ,1/22/2015,3
fathifamily@unifi,CBJ,1/22/2015,1
fathifamily@unifi,CBJ,1/22/2015,1
fathifamily@unifi,CBJ,1/24/2015,2
fathifamily@unifi,CBJ,1/25/2015,1
fathifamily@unifi,CBJ,1/26/2015,2
fathifamily@unifi,CBJ,1/27/2015,1
fathifamily@unifi,CBJ,1/28/2015,1
fathifamily@unifi,CBJ,2/5/2015,1
fathifamily@unifi,CBJ,2/14/2015,1
fathifamily@unifi,CBJ,2/21/2015,1
fathifamily@unifi,CBJ,2/22/2015,1
fathifamily@unifi,CBJ,3/1/2015,1
fathifamily@unifi,CBJ,3/6/2015,2
fathifamily@unifi,CBJ,3/9/2015,1
fathifamily@unifi,CBJ,3/12/2015,2
fathifamily@unifi,CBJ,3/18/2015,2
fathifamily@unifi,CBJ,3/21/2015,1
fathifamily@unifi,CBJ,3/28/2015,1
fathifamily@unifi,CBJ,4/1/2015,1
fathifamily@unifi,CBJ,4/3/2015,1
fathifamily@unifi,CBJ,4/3/2015,2
fathifamily@unifi,CBJ,4/7/2015,3
fathifamily@unifi,CBJ,4/8/2015,2
fathifamily@unifi,CBJ,4/15/2015,1
fathifamily@unifi,CBJ,4/20/2015,1
fathifamily@unifi,CBJ,4/20/2015,1
fathifamily@unifi,CBJ,4/20/2015,1
fathifamily@unifi,CBJ,4/20/2015,1
fathifamily@unifi,CBJ,4/21/2015,3
fathifamily@unifi,CBJ,4/22/2015,2
fathifamily@unifi,CBJ,4/27/2015,1
fathifamily@unifi,CBJ,4/29/2015,3
fathifamily@unifi,CBJ,5/2/2015,1
fathifamily@unifi,CBJ,5/4/2015,1
fathifamily@unifi,CBJ,5/12/2015,2
fathifamily@unifi,CBJ,5/16/2015,1
fathifamily@unifi,CBJ,5/17/2015,3
fathifamily@unifi,CBJ,5/18/2015,2
fathifamily@unifi,CBJ,5/30/2015,1
fathifamily@unifi,CBJ,6/1/2015,1
fathifamily@unifi,CBJ,6/1/2015,1
fathifamily@unifi,CBJ,6/1/2015,1
fathifamily@unifi,CBJ,6/2/2015,1
fathifamily@unifi,CBJ,6/14/2015,1
fathifamily@unifi,CBJ,6/18/2015,1
fathifamily@unifi,CBJ,6/22/2015,1
fathifamily@unifi,CBJ,7/1/2015,1
fathifamily@unifi,CBJ,7/7/2015,1
fathifamily@unifi,CBJ,8/11/2015,1
fathifamily@unifi,CBJ,8/14/2015,1
fathifamily@unifi,CBJ,8/15/2015,1
fathifamily@unifi,CBJ,8/18/2015,1
fathifamily@unifi,CBJ,8/24/2015,1
fathifamily@unifi,CBJ,8/24/2015,1
fathifamily@unifi,CBJ,8/24/2015,1
fathifamily@unifi,CBJ,8/25/2015,1
fathifamily@unifi,CBJ,8/27/2015,3
fathifamily@unifi,CBJ,8/28/2015,1
fazni5250@unifi,PUJ,1/12/2014,1
fazni5250@unifi,PUJ,1/13/2014,1
fazni5250@unifi,PUJ,1/20/2014,1
fazni5250@unifi,PUJ,1/28/2014,1
fazni5250@unifi,PUJ,2/1/2014,1
fazni5250@unifi,PUJ,2/5/2014,1
fazni5250@unifi,PUJ,2/7/2014,4
fazni5250@unifi,PUJ,2/8/2014,2
fazni5250@unifi,PUJ,2/14/2014,1
fazni5250@unifi,PUJ,2/17/2014,1
fazni5250@unifi,PUJ,2/21/2014,1
fazni5250@unifi,PUJ,2/26/2014,1
fazni5250@unifi,PUJ,2/27/2014,1
fazni5250@unifi,PUJ,3/4/2014,1
fazni5250@unifi,PUJ,3/4/2014,1
fazni5250@unifi,PUJ,3/11/2014,1
fazni5250@unifi,PUJ,3/12/2014,1
fazni5250@unifi,PUJ,3/26/2014,3
fazni5250@unifi,PUJ,4/2/2014,1
fazni5250@unifi,PUJ,4/12/2014,1
fazni5250@unifi,PUJ,4/14/2014,1
fazni5250@unifi,PUJ,4/21/2014,1
fazni5250@unifi,PUJ,5/5/2014,1
fazni5250@unifi,PUJ,5/5/2014,1
fazni5250@unifi,PUJ,5/6/2014,1
fazni5250@unifi,PUJ,5/11/2014,1
fazni5250@unifi,PUJ,5/17/2014,4
fazni5250@unifi,PUJ,5/18/2014,1
fazni5250@unifi,PUJ,5/21/2014,1
fazni5250@unifi,PUJ,5/29/2014,1
fazni5250@unifi,PUJ,6/2/2014,1
fazni5250@unifi,PUJ,6/4/2014,1
fazni5250@unifi,PUJ,6/5/2014,2
fazni5250@unifi,PUJ,6/8/2014,1
fazni5250@unifi,PUJ,6/15/2014,2
fazni5250@unifi,PUJ,6/18/2014,1
fazni5250@unifi,PUJ,6/27/2014,1
fazni5250@unifi,PUJ,6/28/2014,1
fazni5250@unifi,PUJ,7/1/2014,1
fazni5250@unifi,PUJ,7/1/2014,1
fazni5250@unifi,PUJ,7/1/2014,1
fazni5250@unifi,PUJ,7/1/2014,1
fazni5250@unifi,PUJ,7/2/2014,1
fazni5250@unifi,PUJ,7/4/2014,1
fazni5250@unifi,PUJ,7/5/2014,1
fazni5250@unifi,PUJ,7/12/2014,1
fazni5250@unifi,PUJ,7/20/2014,1
fazni5250@unifi,PUJ,7/22/2014,1
fazni5250@unifi,PUJ,7/26/2014,1
fazni5250@unifi,PUJ,7/27/2014,1
fazni5250@unifi,PUJ,8/8/2014,2
fazni5250@unifi,PUJ,8/17/2014,1
fazni5250@unifi,PUJ,8/20/2014,1
fazni5250@unifi,PUJ,8/24/2014,1
fazni5250@unifi,PUJ,8/25/2014,1
fazni5250@unifi,PUJ,9/2/2014,1
fazni5250@unifi,PUJ,9/2/2014,2
fazni5250@unifi,PUJ,9/2/2014,4
fazni5250@unifi,PUJ,9/2/2014,1
fazni5250@unifi,PUJ,9/2/2014,1
fazni5250@unifi,PUJ,9/2/2014,1
fazni5250@unifi,PUJ,9/4/2014,2
fazni5250@unifi,PUJ,9/7/2014,1
fazni5250@unifi,PUJ,9/8/2014,1
fazni5250@unifi,PUJ,9/12/2014,3
fazni5250@unifi,PUJ,9/27/2014,3
fazni5250@unifi,PUJ,10/1/2014,1
fazni5250@unifi,PUJ,10/1/2014,1
fazni5250@unifi,PUJ,10/3/2014,1
fazni5250@unifi,PUJ,10/4/2014,1
fazni5250@unifi,PUJ,10/25/2014,1
fazni5250@unifi,PUJ,10/28/2014,2
fazni5250@unifi,PUJ,10/30/2014,1
fazni5250@unifi,PUJ,10/31/2014,3
fazni5250@unifi,PUJ,11/2/2014,1
fazni5250@unifi,PUJ,11/6/2014,1
fazni5250@unifi,PUJ,11/8/2014,1
fazni5250@unifi,PUJ,11/9/2014,1
fazni5250@unifi,PUJ,12/3/2014,1
fazni5250@unifi,PUJ,12/4/2014,1
fazni5250@unifi,PUJ,12/6/2014,1
fazni5250@unifi,PUJ,12/20/2014,1
fazni5250@unifi,PUJ,12/26/2014,1
fazni5250@unifi,PUJ,1/2/2015,2
fazni5250@unifi,PUJ,1/3/2015,3
fazni5250@unifi,PUJ,1/5/2015,2
fazni5250@unifi,PUJ,1/17/2015,2
fazni5250@unifi,PUJ,1/24/2015,1
fazni5250@unifi,PUJ,1/26/2015,1
fazni5250@unifi,PUJ,1/28/2015,1
fazni5250@unifi,PUJ,2/1/2015,1
fazni5250@unifi,PUJ,2/2/2015,1
fazni5250@unifi,PUJ,2/7/2015,2
fazni5250@unifi,PUJ,2/8/2015,2
fazni5250@unifi,PUJ,2/12/2015,1
fazni5250@unifi,PUJ,2/14/2015,1
fazni5250@unifi,PUJ,2/17/2015,1
fazni5250@unifi,PUJ,2/18/2015,1
fazni5250@unifi,PUJ,2/19/2015,2
fazni5250@unifi,PUJ,2/22/2015,1
fazni5250@unifi,PUJ,2/24/2015,2
fazni5250@unifi,PUJ,2/24/2015,1
fazni5250@unifi,PUJ,2/24/2015,1
fazni5250@unifi,PUJ,2/25/2015,2
fazni5250@unifi,PUJ,2/27/2015,1
fazni5250@unifi,PUJ,2/28/2015,1
fazni5250@unifi,PUJ,3/3/2015,2
fazni5250@unifi,PUJ,3/7/2015,1
fazni5250@unifi,PUJ,3/11/2015,1
fazni5250@unifi,PUJ,3/13/2015,1
fazni5250@unifi,PUJ,3/15/2015,2
fazni5250@unifi,PUJ,3/22/2015,1
fazni5250@unifi,PUJ,3/27/2015,1
fazni5250@unifi,PUJ,4/1/2015,1
fazni5250@unifi,PUJ,4/3/2015,1
fazni5250@unifi,PUJ,4/3/2015,3
fazni5250@unifi,PUJ,4/4/2015,2
fazni5250@unifi,PUJ,4/5/2015,2
fazni5250@unifi,PUJ,4/7/2015,1
fazni5250@unifi,PUJ,4/19/2015,1
fazni5250@unifi,PUJ,4/20/2015,1
fazni5250@unifi,PUJ,4/20/2015,1
fazni5250@unifi,PUJ,4/20/2015,1
fazni5250@unifi,PUJ,4/25/2015,1
fazni5250@unifi,PUJ,4/27/2015,2
fazni5250@unifi,PUJ,4/30/2015,1
fazni5250@unifi,PUJ,5/1/2015,1
fazni5250@unifi,PUJ,5/12/2015,2
fazni5250@unifi,PUJ,5/21/2015,1
fazni5250@unifi,PUJ,5/28/2015,1
fazni5250@unifi,PUJ,6/10/2015,1
fazni5250@unifi,PUJ,6/14/2015,1
fazni5250@unifi,PUJ,6/15/2015,1
fazni5250@unifi,PUJ,6/26/2015,1
fazni5250@unifi,PUJ,6/30/2015,1
fazni5250@unifi,PUJ,6/30/2015,1
fazni5250@unifi,PUJ,6/30/2015,1
fazni5250@unifi,PUJ,7/15/2015,1
fazni5250@unifi,PUJ,7/15/2015,1
fazni5250@unifi,PUJ,7/17/2015,2
fazni5250@unifi,PUJ,7/28/2015,1
fazni5250@unifi,PUJ,8/2/2015,1
fazni5250@unifi,PUJ,8/4/2015,2
fazni5250@unifi,PUJ,8/4/2015,1
fazni5250@unifi,PUJ,8/6/2015,1
fazni5250@unifi,PUJ,8/9/2015,1
fazni5250@unifi,PUJ,8/10/2015,1
fazni5250@unifi,PUJ,8/17/2015,1
fazni5250@unifi,PUJ,8/24/2015,1
fazni5250@unifi,PUJ,9/10/2015,1
fazni5250@unifi,PUJ,10/1/2015,1
fazni5250@unifi,PUJ,10/2/2015,1
fir94@unifi,PUJ,1/19/2014,1
fir94@unifi,PUJ,1/23/2014,1
fir94@unifi,PUJ,1/29/2014,1
fir94@unifi,PUJ,2/1/2014,1
fir94@unifi,PUJ,2/3/2014,1
fir94@unifi,PUJ,2/4/2014,1
fir94@unifi,PUJ,2/4/2014,1
fir94@unifi,PUJ,2/16/2014,1
fir94@unifi,PUJ,2/21/2014,1
fir94@unifi,PUJ,3/4/2014,2
fir94@unifi,PUJ,3/23/2014,4
fir94@unifi,PUJ,4/2/2014,1
fir94@unifi,PUJ,4/2/2014,1
fir94@unifi,PUJ,4/2/2014,6
fir94@unifi,PUJ,4/3/2014,1
fir94@unifi,PUJ,4/4/2014,3
fir94@unifi,PUJ,4/12/2014,1
fir94@unifi,PUJ,5/5/2014,1
fir94@unifi,PUJ,5/24/2014,2
fir94@unifi,PUJ,5/27/2014,11
fir94@unifi,PUJ,6/2/2014,4
fir94@unifi,PUJ,6/5/2014,1
fir94@unifi,PUJ,6/8/2014,1
fir94@unifi,PUJ,6/16/2014,6
fir94@unifi,PUJ,6/29/2014,1
fir94@unifi,PUJ,7/2/2014,3
fir94@unifi,PUJ,7/2/2014,4
fir94@unifi,PUJ,7/22/2014,8
fir94@unifi,PUJ,7/24/2014,1
fir94@unifi,PUJ,7/27/2014,1
fir94@unifi,PUJ,7/31/2014,1
fir94@unifi,PUJ,8/13/2014,1
fir94@unifi,PUJ,8/14/2014,4
fir94@unifi,PUJ,8/19/2014,2
fir94@unifi,PUJ,8/22/2014,1
fir94@unifi,PUJ,8/23/2014,2
fir94@unifi,PUJ,8/26/2014,1
fir94@unifi,PUJ,9/2/2014,1
fir94@unifi,PUJ,9/2/2014,2
fir94@unifi,PUJ,9/2/2014,1
fir94@unifi,PUJ,9/2/2014,1
fir94@unifi,PUJ,9/9/2014,3
fir94@unifi,PUJ,9/10/2014,8
fir94@unifi,PUJ,9/11/2014,3
fir94@unifi,PUJ,9/12/2014,29
fir94@unifi,PUJ,9/26/2014,24
fir94@unifi,PUJ,9/27/2014,1
fir94@unifi,PUJ,9/28/2014,129
fir94@unifi,PUJ,9/29/2014,4
fir94@unifi,PUJ,10/1/2014,1
fir94@unifi,PUJ,10/1/2014,77
fir94@unifi,PUJ,10/1/2014,187
fir94@unifi,PUJ,10/1/2014,4
fir94@unifi,PUJ,10/1/2014,1
fir94@unifi,PUJ,10/3/2014,3
fir94@unifi,PUJ,10/10/2014,1
fir94@unifi,PUJ,10/15/2014,4
fir94@unifi,PUJ,10/16/2014,19
fir94@unifi,PUJ,10/19/2014,3
fir94@unifi,PUJ,10/20/2014,10
fir94@unifi,PUJ,10/21/2014,2
fir94@unifi,PUJ,10/26/2014,1
fir94@unifi,PUJ,10/27/2014,2
fir94@unifi,PUJ,10/28/2014,27
fir94@unifi,PUJ,10/29/2014,9
fir94@unifi,PUJ,11/1/2014,6
fir94@unifi,PUJ,11/2/2014,2
fir94@unifi,PUJ,11/3/2014,1
fir94@unifi,PUJ,11/4/2014,1
fir94@unifi,PUJ,11/6/2014,1
fir94@unifi,PUJ,11/8/2014,1
fir94@unifi,PUJ,11/17/2014,2
fir94@unifi,PUJ,11/24/2014,1
fir94@unifi,PUJ,12/6/2014,2
fir94@unifi,PUJ,12/13/2014,1
fir94@unifi,PUJ,12/19/2014,1
fir94@unifi,PUJ,12/19/2014,1
fir94@unifi,PUJ,12/21/2014,2
fir94@unifi,PUJ,1/1/2015,1
fir94@unifi,PUJ,1/6/2015,2
fir94@unifi,PUJ,1/8/2015,2
fir94@unifi,PUJ,1/16/2015,1
fir94@unifi,PUJ,1/17/2015,1
fir94@unifi,PUJ,1/25/2015,1
fir94@unifi,PUJ,1/26/2015,1
fir94@unifi,PUJ,1/27/2015,1
fir94@unifi,PUJ,2/5/2015,2
fir94@unifi,PUJ,2/13/2015,2
fir94@unifi,PUJ,2/21/2015,1
fir94@unifi,PUJ,2/24/2015,1
fir94@unifi,PUJ,2/24/2015,1
fir94@unifi,PUJ,2/24/2015,1
fir94@unifi,PUJ,2/26/2015,2
fir94@unifi,PUJ,2/28/2015,1
fir94@unifi,PUJ,3/5/2015,1
fir94@unifi,PUJ,3/8/2015,1
fir94@unifi,PUJ,3/12/2015,2
fir94@unifi,PUJ,3/15/2015,1
fir94@unifi,PUJ,3/21/2015,1
fir94@unifi,PUJ,3/26/2015,1
fir94@unifi,PUJ,3/28/2015,1
fir94@unifi,PUJ,3/29/2015,1
fir94@unifi,PUJ,3/30/2015,1
fir94@unifi,PUJ,4/7/2015,1
fir94@unifi,PUJ,4/16/2015,1
fir94@unifi,PUJ,4/19/2015,1
fir94@unifi,PUJ,4/20/2015,1
fir94@unifi,PUJ,4/27/2015,1
fir94@unifi,PUJ,4/30/2015,3
fir94@unifi,PUJ,5/2/2015,1
fir94@unifi,PUJ,5/3/2015,2
fir94@unifi,PUJ,5/4/2015,1
fir94@unifi,PUJ,5/6/2015,8
fir94@unifi,PUJ,5/7/2015,5
fir94@unifi,PUJ,5/14/2015,1
fir94@unifi,PUJ,5/16/2015,3
fir94@unifi,PUJ,5/20/2015,1
fir94@unifi,PUJ,5/24/2015,1
fir94@unifi,PUJ,6/1/2015,1
fir94@unifi,PUJ,6/6/2015,1
fir94@unifi,PUJ,6/8/2015,1
fir94@unifi,PUJ,6/10/2015,1
fir94@unifi,PUJ,6/13/2015,1
fir94@unifi,PUJ,6/21/2015,1
fir94@unifi,PUJ,6/23/2015,7
fir94@unifi,PUJ,6/26/2015,7
fir94@unifi,PUJ,6/30/2015,1
fir94@unifi,PUJ,6/30/2015,8
fir94@unifi,PUJ,6/30/2015,7
fir94@unifi,PUJ,6/30/2015,1
fir94@unifi,PUJ,7/15/2015,1
fir94@unifi,PUJ,7/15/2015,1
fir94@unifi,PUJ,7/22/2015,1
fir94@unifi,PUJ,8/2/2015,2
fir94@unifi,PUJ,8/6/2015,1
fir94@unifi,PUJ,8/10/2015,13
fir94@unifi,PUJ,8/12/2015,1
fir94@unifi,PUJ,8/14/2015,2
fir94@unifi,PUJ,8/17/2015,1
fir94@unifi,PUJ,8/24/2015,5
fir94@unifi,PUJ,8/24/2015,1
fir94@unifi,PUJ,8/24/2015,3
fir94@unifi,PUJ,8/24/2015,7
fir94@unifi,PUJ,8/25/2015,7
fir94@unifi,PUJ,8/26/2015,8
fir94@unifi,PUJ,9/3/2015,2
fir94@unifi,PUJ,9/6/2015,1
fir94@unifi,PUJ,9/10/2015,1
fir94@unifi,PUJ,9/14/2015,1
fir94@unifi,PUJ,9/21/2015,1
fir94@unifi,PUJ,10/1/2015,1
fir94@unifi,PUJ,10/1/2015,1
fir94@unifi,PUJ,10/1/2015,1
fir94@unifi,PUJ,10/1/2015,1
fir94@unifi,PUJ,10/1/2015,3
fir94@unifi,PUJ,10/1/2015,1
fir94@unifi,PUJ,10/1/2015,1
fir94@unifi,PUJ,10/1/2015,1
firdausz@unifi,PUJ,1/4/2014,1
firdausz@unifi,PUJ,1/11/2014,1
firdausz@unifi,PUJ,1/13/2014,1
firdausz@unifi,PUJ,1/18/2014,1
firdausz@unifi,PUJ,1/20/2014,1
firdausz@unifi,PUJ,1/23/2014,3
firdausz@unifi,PUJ,1/25/2014,1
firdausz@unifi,PUJ,1/26/2014,2
firdausz@unifi,PUJ,1/29/2014,1
firdausz@unifi,PUJ,2/19/2014,1
firdausz@unifi,PUJ,2/21/2014,1
firdausz@unifi,PUJ,2/26/2014,1
firdausz@unifi,PUJ,2/27/2014,1
firdausz@unifi,PUJ,2/28/2014,1
firdausz@unifi,PUJ,3/12/2014,2
firdausz@unifi,PUJ,4/1/2014,1
firdausz@unifi,PUJ,4/2/2014,1
firdausz@unifi,PUJ,4/2/2014,1
firdausz@unifi,PUJ,4/9/2014,2
firdausz@unifi,PUJ,4/10/2014,1
firdausz@unifi,PUJ,4/12/2014,2
firdausz@unifi,PUJ,4/13/2014,1
firdausz@unifi,PUJ,4/20/2014,1
firdausz@unifi,PUJ,4/21/2014,1
firdausz@unifi,PUJ,4/22/2014,1
firdausz@unifi,PUJ,4/25/2014,1
firdausz@unifi,PUJ,5/1/2014,1
firdausz@unifi,PUJ,5/5/2014,1
firdausz@unifi,PUJ,5/5/2014,1
firdausz@unifi,PUJ,5/5/2014,1
firdausz@unifi,PUJ,5/5/2014,1
firdausz@unifi,PUJ,5/6/2014,1
firdausz@unifi,PUJ,5/15/2014,1
firdausz@unifi,PUJ,5/16/2014,1
firdausz@unifi,PUJ,5/17/2014,1
firdausz@unifi,PUJ,5/22/2014,2
firdausz@unifi,PUJ,5/28/2014,1
firdausz@unifi,PUJ,5/30/2014,2
firdausz@unifi,PUJ,6/1/2014,1
firdausz@unifi,PUJ,6/4/2014,1
firdausz@unifi,PUJ,6/12/2014,1
firdausz@unifi,PUJ,6/13/2014,1
firdausz@unifi,PUJ,6/15/2014,2
firdausz@unifi,PUJ,6/19/2014,2
firdausz@unifi,PUJ,6/28/2014,1
firdausz@unifi,PUJ,6/30/2014,1
firdausz@unifi,PUJ,7/1/2014,1
firdausz@unifi,PUJ,7/1/2014,1
firdausz@unifi,PUJ,7/6/2014,1
firdausz@unifi,PUJ,7/10/2014,2
firdausz@unifi,PUJ,7/17/2014,1
firdausz@unifi,PUJ,7/22/2014,4
firdausz@unifi,PUJ,7/23/2014,1
firdausz@unifi,PUJ,7/30/2014,1
firdausz@unifi,PUJ,7/31/2014,1
firdausz@unifi,PUJ,8/2/2014,1
firdausz@unifi,PUJ,8/4/2014,2
firdausz@unifi,PUJ,8/4/2014,1
firdausz@unifi,PUJ,8/4/2014,1
firdausz@unifi,PUJ,8/7/2014,1
firdausz@unifi,PUJ,8/20/2014,1
firdausz@unifi,PUJ,9/2/2014,2
firdausz@unifi,PUJ,9/2/2014,1
firdausz@unifi,PUJ,9/2/2014,2
firdausz@unifi,PUJ,9/8/2014,1
firdausz@unifi,PUJ,9/10/2014,1
firdausz@unifi,PUJ,9/26/2014,1
firdausz@unifi,PUJ,9/27/2014,1
firdausz@unifi,PUJ,10/1/2014,1
firdausz@unifi,PUJ,10/1/2014,1
firdausz@unifi,PUJ,10/6/2014,1
firdausz@unifi,PUJ,10/9/2014,2
firdausz@unifi,PUJ,10/10/2014,1
firdausz@unifi,PUJ,10/16/2014,1
firdausz@unifi,PUJ,10/17/2014,1
firdausz@unifi,PUJ,10/18/2014,1
firdausz@unifi,PUJ,10/30/2014,1
firdausz@unifi,PUJ,11/27/2014,1
firdausz@unifi,PUJ,11/30/2014,2
firdausz@unifi,PUJ,12/1/2014,1
firdausz@unifi,PUJ,12/19/2014,1
firdausz@unifi,PUJ,12/19/2014,1
firdausz@unifi,PUJ,12/19/2014,1
firdausz@unifi,PUJ,12/21/2014,1
firdausz@unifi,PUJ,1/8/2015,1
firdausz@unifi,PUJ,1/23/2015,1
firdausz@unifi,PUJ,2/6/2015,2
firdausz@unifi,PUJ,2/15/2015,1
firdausz@unifi,PUJ,2/24/2015,1
firdausz@unifi,PUJ,2/24/2015,1
firdausz@unifi,PUJ,2/25/2015,1
firdausz@unifi,PUJ,3/2/2015,1
firdausz@unifi,PUJ,3/18/2015,1
firdausz@unifi,PUJ,4/2/2015,1
firdausz@unifi,PUJ,4/15/2015,1
firdausz@unifi,PUJ,4/16/2015,6
firdausz@unifi,PUJ,4/20/2015,1
firdausz@unifi,PUJ,4/20/2015,1
firdausz@unifi,PUJ,5/18/2015,2
firdausz@unifi,PUJ,5/20/2015,1
firdausz@unifi,PUJ,5/21/2015,1
firdausz@unifi,PUJ,5/22/2015,1
firdausz@unifi,PUJ,5/24/2015,1
firdausz@unifi,PUJ,5/25/2015,2
firdausz@unifi,PUJ,5/26/2015,1
firdausz@unifi,PUJ,5/27/2015,1
firdausz@unifi,PUJ,5/28/2015,1
firdausz@unifi,PUJ,5/30/2015,1
firdausz@unifi,PUJ,6/1/2015,1
firdausz@unifi,PUJ,6/6/2015,1
firdausz@unifi,PUJ,6/13/2015,1
firdausz@unifi,PUJ,6/26/2015,1
firdausz@unifi,PUJ,6/30/2015,2
firdausz@unifi,PUJ,7/7/2015,1
firdausz@unifi,PUJ,7/15/2015,1
firdausz@unifi,PUJ,7/22/2015,1
firdausz@unifi,PUJ,7/25/2015,6
firdausz@unifi,PUJ,7/28/2015,1
firdausz@unifi,PUJ,8/1/2015,1
firdausz@unifi,PUJ,8/4/2015,1
firdausz@unifi,PUJ,8/4/2015,1
firdausz@unifi,PUJ,8/7/2015,1
firdausz@unifi,PUJ,8/8/2015,1
firdausz@unifi,PUJ,8/9/2015,1
firdausz@unifi,PUJ,8/10/2015,2
firdausz@unifi,PUJ,8/24/2015,1
firdausz@unifi,PUJ,9/1/2015,1
firdausz@unifi,PUJ,9/4/2015,1
firdausz@unifi,PUJ,9/10/2015,1
firdausz@unifi,PUJ,9/11/2015,2
firdausz@unifi,PUJ,10/1/2015,1
firdauszmn@unifi,PUJ,3/11/2014,1
firdauszmn@unifi,PUJ,4/1/2014,2
firdauszmn@unifi,PUJ,4/7/2014,1
firdauszmn@unifi,PUJ,8/10/2014,1
firdauszmn@unifi,PUJ,2/17/2015,1
firdauszmn@unifi,PUJ,2/24/2015,1
firdauszmn@unifi,PUJ,3/30/2015,1
firdauszmn@unifi,PUJ,4/20/2015,1
firdauszmn@unifi,PUJ,4/20/2015,2
firdauszmn@unifi,PUJ,4/23/2015,1
firdauszmn@unifi,PUJ,4/25/2015,1
firdauszmn@unifi,PUJ,4/28/2015,1
firdauszmn@unifi,PUJ,5/1/2015,1
firdauszmn@unifi,PUJ,5/27/2015,1
firdauszmn@unifi,PUJ,5/29/2015,1
firdauszmn@unifi,PUJ,6/1/2015,1
firdauszmn@unifi,PUJ,6/5/2015,1
firdauszmn@unifi,PUJ,6/22/2015,1
firdauszmn@unifi,PUJ,6/28/2015,1
firdauszmn@unifi,PUJ,6/30/2015,1
firdauszmn@unifi,PUJ,7/1/2015,1
firdauszmn@unifi,PUJ,7/5/2015,1
firdauszmn@unifi,PUJ,7/8/2015,1
firdauszmn@unifi,PUJ,7/15/2015,1
firdauszmn@unifi,PUJ,7/15/2015,1
firdauszmn@unifi,PUJ,7/15/2015,1
firdauszmn@unifi,PUJ,7/15/2015,1
firdauszmn@unifi,PUJ,7/15/2015,1
firdauszmn@unifi,PUJ,7/21/2015,1
firdauszmn@unifi,PUJ,7/25/2015,1
firdauszmn@unifi,PUJ,8/1/2015,1
firdauszmn@unifi,PUJ,8/4/2015,1
firdauszmn@unifi,PUJ,8/6/2015,1
firdauszmn@unifi,PUJ,8/9/2015,1
firdauszmn@unifi,PUJ,8/15/2015,1
firdauszmn@unifi,PUJ,8/17/2015,2
firdauszmn@unifi,PUJ,8/24/2015,1
firdauszmn@unifi,PUJ,9/2/2015,1
firdauszmn@unifi,PUJ,9/3/2015,1
firdauszmn@unifi,PUJ,9/4/2015,1
firdauszmn@unifi,PUJ,9/6/2015,3
firdauszmn@unifi,PUJ,9/10/2015,2
firdauszmn@unifi,PUJ,9/10/2015,1
firdauszmn@unifi,PUJ,9/10/2015,5
firdauszmn@unifi,PUJ,10/1/2015,1
firdauszmn@unifi,PUJ,10/1/2015,2
fizayusoff@unifi,SKT,1/4/2014,1
fizayusoff@unifi,SKT,1/7/2014,1
fizayusoff@unifi,SKT,1/8/2014,1
fizayusoff@unifi,SKT,1/29/2014,1
fizayusoff@unifi,SKT,2/21/2014,1
fizayusoff@unifi,SKT,3/4/2014,1
fizayusoff@unifi,SKT,3/26/2014,2
fizayusoff@unifi,SKT,4/2/2014,1
fizayusoff@unifi,SKT,4/9/2014,77
fizayusoff@unifi,SKT,4/10/2014,1
fizayusoff@unifi,SKT,4/15/2014,1
fizayusoff@unifi,SKT,4/27/2014,1
fizayusoff@unifi,SKT,5/6/2014,1
fizayusoff@unifi,SKT,5/10/2014,1
fizayusoff@unifi,SKT,5/11/2014,1
fizayusoff@unifi,SKT,5/21/2014,1
fizayusoff@unifi,SKT,8/9/2014,1
fizayusoff@unifi,SKT,8/11/2014,1
fizayusoff@unifi,SKT,8/12/2014,1
fizayusoff@unifi,SKT,8/18/2014,1
fizayusoff@unifi,SKT,8/19/2014,1
fizayusoff@unifi,SKT,9/2/2014,3
fizayusoff@unifi,SKT,10/1/2014,1
fizayusoff@unifi,SKT,10/18/2014,1
fizayusoff@unifi,SKT,10/23/2014,1
fizayusoff@unifi,SKT,10/29/2014,1
fizayusoff@unifi,SKT,11/2/2014,1
fizayusoff@unifi,SKT,11/7/2014,5
fizayusoff@unifi,SKT,11/24/2014,1
fizayusoff@unifi,SKT,11/28/2014,3
fizayusoff@unifi,SKT,11/29/2014,1
fizayusoff@unifi,SKT,12/19/2014,1
